candidate_number,name_ar,name_en,governorate,party,gender,additional_info
4539,المرشح العراقي 4539,Iraqi Candidate 4539,كربلاء,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4539
4540,المرشح العراقي 4540,Iraqi Candidate 4540,الحلة,الحكمة,أنثى,معلومات إضافية للمرشح 4540
4541,المرشح العراقي 4541,Iraqi Candidate 4541,واسط,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4541
4542,المرشح العراقي 4542,Iraqi Candidate 4542,أربيل,النصر,أنثى,معلومات إضافية للمرشح 4542
4543,المرشح العراقي 4543,Iraqi Candidate 4543,القادسية,سائرون,ذكر,معلومات إضافية للمرشح 4543
4544,المرشح العراقي 4544,Iraqi Candidate 4544,القادسية,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4544
4545,المرشح العراقي 4545,Iraqi Candidate 4545,صلاح الدين,الوطنية,ذكر,معلومات إضافية للمرشح 4545
4546,المرشح العراقي 4546,Iraqi Candidate 4546,نينوى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4546
4547,المرشح العراقي 4547,Iraqi Candidate 4547,المثنى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4547
4548,المرشح العراقي 4548,Iraqi Candidate 4548,دهوك,دولة القانون,أنثى,معلومات إضافية للمرشح 4548
4549,المرشح العراقي 4549,Iraqi Candidate 4549,ديالى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4549
4550,المرشح العراقي 4550,Iraqi Candidate 4550,كربلاء,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4550
4551,المرشح العراقي 4551,Iraqi Candidate 4551,بغداد,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4551
4552,المرشح العراقي 4552,Iraqi Candidate 4552,أربيل,تحالف عزم,ذكر,معلومات إضافية للمرشح 4552
4553,المرشح العراقي 4553,Iraqi Candidate 4553,ميسان,الوطنية,أنثى,معلومات إضافية للمرشح 4553
4554,المرشح العراقي 4554,Iraqi Candidate 4554,ذي قار,تقدم,أنثى,معلومات إضافية للمرشح 4554
4555,المرشح العراقي 4555,Iraqi Candidate 4555,دهوك,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4555
4556,المرشح العراقي 4556,Iraqi Candidate 4556,الحلة,الفتح,ذكر,معلومات إضافية للمرشح 4556
4557,المرشح العراقي 4557,Iraqi Candidate 4557,أربيل,حركة امتداد,أنثى,معلومات إضافية للمرشح 4557
4558,المرشح العراقي 4558,Iraqi Candidate 4558,ميسان,العزم,أنثى,معلومات إضافية للمرشح 4558
4559,المرشح العراقي 4559,Iraqi Candidate 4559,كركوك,النصر,ذكر,معلومات إضافية للمرشح 4559
4560,المرشح العراقي 4560,Iraqi Candidate 4560,ميسان,الوطنية,أنثى,معلومات إضافية للمرشح 4560
4561,المرشح العراقي 4561,Iraqi Candidate 4561,ديالى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4561
4562,المرشح العراقي 4562,Iraqi Candidate 4562,ديالى,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4562
4563,المرشح العراقي 4563,Iraqi Candidate 4563,الأنبار,الفتح,ذكر,معلومات إضافية للمرشح 4563
4564,المرشح العراقي 4564,Iraqi Candidate 4564,ذي قار,حركة امتداد,أنثى,معلومات إضافية للمرشح 4564
4565,المرشح العراقي 4565,Iraqi Candidate 4565,أربيل,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4565
4566,المرشح العراقي 4566,Iraqi Candidate 4566,واسط,الوطنية,ذكر,معلومات إضافية للمرشح 4566
4567,المرشح العراقي 4567,Iraqi Candidate 4567,الأنبار,تقدم,أنثى,معلومات إضافية للمرشح 4567
4568,المرشح العراقي 4568,Iraqi Candidate 4568,ذي قار,الفتح,أنثى,معلومات إضافية للمرشح 4568
4569,المرشح العراقي 4569,Iraqi Candidate 4569,ديالى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4569
4570,المرشح العراقي 4570,Iraqi Candidate 4570,المثنى,دولة القانون,أنثى,معلومات إضافية للمرشح 4570
4571,المرشح العراقي 4571,Iraqi Candidate 4571,ذي قار,حركة امتداد,أنثى,معلومات إضافية للمرشح 4571
4572,المرشح العراقي 4572,Iraqi Candidate 4572,ديالى,تحالف عزم,ذكر,معلومات إضافية للمرشح 4572
4573,المرشح العراقي 4573,Iraqi Candidate 4573,المثنى,تحالف عزم,أنثى,معلومات إضافية للمرشح 4573
4574,المرشح العراقي 4574,Iraqi Candidate 4574,صلاح الدين,العزم,أنثى,معلومات إضافية للمرشح 4574
4575,المرشح العراقي 4575,Iraqi Candidate 4575,واسط,حركة امتداد,ذكر,معلومات إضافية للمرشح 4575
4576,المرشح العراقي 4576,Iraqi Candidate 4576,كركوك,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4576
4577,المرشح العراقي 4577,Iraqi Candidate 4577,نجف,الوطنية,أنثى,معلومات إضافية للمرشح 4577
4578,المرشح العراقي 4578,Iraqi Candidate 4578,نينوى,النصر,أنثى,معلومات إضافية للمرشح 4578
4579,المرشح العراقي 4579,Iraqi Candidate 4579,صلاح الدين,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4579
4580,المرشح العراقي 4580,Iraqi Candidate 4580,أربيل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4580
4581,المرشح العراقي 4581,Iraqi Candidate 4581,دهوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4581
4582,المرشح العراقي 4582,Iraqi Candidate 4582,أربيل,النصر,أنثى,معلومات إضافية للمرشح 4582
4583,المرشح العراقي 4583,Iraqi Candidate 4583,البصرة,العزم,أنثى,معلومات إضافية للمرشح 4583
4584,المرشح العراقي 4584,Iraqi Candidate 4584,نجف,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4584
4585,المرشح العراقي 4585,Iraqi Candidate 4585,صلاح الدين,الوطنية,أنثى,معلومات إضافية للمرشح 4585
4586,المرشح العراقي 4586,Iraqi Candidate 4586,الأنبار,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4586
4587,المرشح العراقي 4587,Iraqi Candidate 4587,نينوى,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4587
4588,المرشح العراقي 4588,Iraqi Candidate 4588,الحلة,سائرون,أنثى,معلومات إضافية للمرشح 4588
4589,المرشح العراقي 4589,Iraqi Candidate 4589,كربلاء,حركة امتداد,أنثى,معلومات إضافية للمرشح 4589
4590,المرشح العراقي 4590,Iraqi Candidate 4590,بابل,الوطنية,أنثى,معلومات إضافية للمرشح 4590
4591,المرشح العراقي 4591,Iraqi Candidate 4591,المثنى,سائرون,أنثى,معلومات إضافية للمرشح 4591
4592,المرشح العراقي 4592,Iraqi Candidate 4592,نينوى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4592
4593,المرشح العراقي 4593,Iraqi Candidate 4593,كركوك,حركة امتداد,ذكر,معلومات إضافية للمرشح 4593
4594,المرشح العراقي 4594,Iraqi Candidate 4594,الحلة,العزم,ذكر,معلومات إضافية للمرشح 4594
4595,المرشح العراقي 4595,Iraqi Candidate 4595,الأنبار,العزم,ذكر,معلومات إضافية للمرشح 4595
4596,المرشح العراقي 4596,Iraqi Candidate 4596,كركوك,النصر,أنثى,معلومات إضافية للمرشح 4596
4597,المرشح العراقي 4597,Iraqi Candidate 4597,أربيل,سائرون,أنثى,معلومات إضافية للمرشح 4597
4598,المرشح العراقي 4598,Iraqi Candidate 4598,ديالى,العزم,ذكر,معلومات إضافية للمرشح 4598
4599,المرشح العراقي 4599,Iraqi Candidate 4599,الحلة,سائرون,ذكر,معلومات إضافية للمرشح 4599
4600,المرشح العراقي 4600,Iraqi Candidate 4600,كركوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4600
4601,المرشح العراقي 4601,Iraqi Candidate 4601,البصرة,الوطنية,أنثى,معلومات إضافية للمرشح 4601
4602,المرشح العراقي 4602,Iraqi Candidate 4602,ميسان,تقدم,أنثى,معلومات إضافية للمرشح 4602
4603,المرشح العراقي 4603,Iraqi Candidate 4603,كربلاء,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4603
4604,المرشح العراقي 4604,Iraqi Candidate 4604,بغداد,الحكمة,أنثى,معلومات إضافية للمرشح 4604
4605,المرشح العراقي 4605,Iraqi Candidate 4605,ذي قار,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4605
4606,المرشح العراقي 4606,Iraqi Candidate 4606,كركوك,الحكمة,أنثى,معلومات إضافية للمرشح 4606
4607,المرشح العراقي 4607,Iraqi Candidate 4607,أربيل,دولة القانون,أنثى,معلومات إضافية للمرشح 4607
4608,المرشح العراقي 4608,Iraqi Candidate 4608,السليمانية,الحكمة,ذكر,معلومات إضافية للمرشح 4608
4609,المرشح العراقي 4609,Iraqi Candidate 4609,الحلة,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4609
4610,المرشح العراقي 4610,Iraqi Candidate 4610,ذي قار,دولة القانون,أنثى,معلومات إضافية للمرشح 4610
4611,المرشح العراقي 4611,Iraqi Candidate 4611,ميسان,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4611
4612,المرشح العراقي 4612,Iraqi Candidate 4612,القادسية,الوطنية,ذكر,معلومات إضافية للمرشح 4612
4613,المرشح العراقي 4613,Iraqi Candidate 4613,كربلاء,الوطنية,ذكر,معلومات إضافية للمرشح 4613
4614,المرشح العراقي 4614,Iraqi Candidate 4614,ديالى,النصر,ذكر,معلومات إضافية للمرشح 4614
4615,المرشح العراقي 4615,Iraqi Candidate 4615,أربيل,تحالف عزم,ذكر,معلومات إضافية للمرشح 4615
4616,المرشح العراقي 4616,Iraqi Candidate 4616,المثنى,الفتح,ذكر,معلومات إضافية للمرشح 4616
4617,المرشح العراقي 4617,Iraqi Candidate 4617,بابل,العزم,أنثى,معلومات إضافية للمرشح 4617
4618,المرشح العراقي 4618,Iraqi Candidate 4618,نينوى,دولة القانون,ذكر,معلومات إضافية للمرشح 4618
4619,المرشح العراقي 4619,Iraqi Candidate 4619,أربيل,الحكمة,ذكر,معلومات إضافية للمرشح 4619
4620,المرشح العراقي 4620,Iraqi Candidate 4620,نينوى,دولة القانون,أنثى,معلومات إضافية للمرشح 4620
4621,المرشح العراقي 4621,Iraqi Candidate 4621,صلاح الدين,الفتح,ذكر,معلومات إضافية للمرشح 4621
4622,المرشح العراقي 4622,Iraqi Candidate 4622,ذي قار,الحكمة,أنثى,معلومات إضافية للمرشح 4622
4623,المرشح العراقي 4623,Iraqi Candidate 4623,واسط,النصر,ذكر,معلومات إضافية للمرشح 4623
4624,المرشح العراقي 4624,Iraqi Candidate 4624,المثنى,سائرون,أنثى,معلومات إضافية للمرشح 4624
